Ticker,CompanyName,LineItem,Year,Quarter,WebFiscalPeriod,OutputOrField,NumberOnly,LineSequence,Category,WebNumberFormat,QuarterEndDate,PeriodType,iDataType,Sector,Industry,SubIndustry,UpdateDate,LTCode,Currency,UIC,Period,Restatement,InSncUpdateDate,Scaler
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2012,2Q,2Q12,A,-8.533,19,IS,N,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2012,IS_P_115,USD,I_106-111,Q2,0,7/25/2012,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2012,3Q,3Q12,A,-9.336,19,IS,N,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/24/2012,IS_P_115,USD,I_106-111,Q3,0,10/24/2012,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2012,4Q,4Q12,A,-10.294,19,IS,N,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,IS_P_115,USD,I_106-111,Q4,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2012,FY,2012,A,-35.872,19,IS,N,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,IS_P_115,USD,I_106-111,FY,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2013,1Q,1Q13,A,-10.455,19,IS,N,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2013,IS_P_115,USD,I_106-111,Q1,0,4/24/2013,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2013,2Q,2Q13,A,-10.134,19,IS,N,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2013,IS_P_115,USD,I_106-111,Q2,0,7/24/2013,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2013,3Q,3Q13,A,-12.091,19,IS,N,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2013,IS_P_115,USD,I_106-111,Q3,0,10/23/2013,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2013,4Q,4Q13,A,-11.863,19,IS,N,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,IS_P_115,USD,I_106-111,Q4,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2013,FY,2013,A,-44.543,19,IS,N,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,IS_P_115,USD,I_106-111,FY,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2014,1Q,1Q14,A,-12.16,19,IS,N,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/23/2014,IS_P_115,USD,I_106-111,Q1,0,4/23/2014,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2014,2Q,2Q14,A,-11.676,19,IS,N,6/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/23/2014,IS_P_115,USD,I_106-111,Q2,0,7/23/2014,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2014,3Q,3Q14,A,-11.45,19,IS,N,9/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/22/2014,IS_P_115,USD,I_106-111,Q3,0,10/22/2014,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2014,4Q,4Q14,A,-12.906,19,IS,N,12/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,IS_P_115,USD,I_106-111,Q4,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2014,FY,2014,A,-48.192,19,IS,N,12/31/2014,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,IS_P_115,USD,I_106-111,FY,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2015,1Q,1Q15,A,-12.709,19,IS,N,3/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2015,IS_P_115,USD,I_106-111,Q1,0,4/26/2015,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2015,2Q,2Q15,A,-13.56,19,IS,N,6/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2015,IS_P_115,USD,I_106-111,Q2,0,7/26/2015,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2015,3Q,3Q15,A,-14.392,19,IS,N,9/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2015,IS_P_115,USD,I_106-111,Q3,0,10/25/2015,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2015,4Q,4Q15,A,-12.994,19,IS,N,12/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2016,IS_P_115,USD,I_106-111,Q4,0,2/7/2016,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2015,FY,2015,A,-53.655,19,IS,N,12/31/2015,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2016,IS_P_115,USD,I_106-111,FY,0,2/7/2016,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2016,1Q,1Q16,A,-13.052,19,IS,N,3/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2016,IS_P_115,USD,I_106-111,Q1,0,4/26/2016,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2016,2Q,2Q16,A,-16.267,19,IS,N,6/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2016,IS_P_115,USD,I_106-111,Q2,0,7/26/2016,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2016,3Q,3Q16,A,-15.916,19,IS,N,9/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2016,IS_P_115,USD,I_106-111,Q3,0,10/25/2016,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2016,4Q,4Q16,A,-16.78,19,IS,N,12/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2017,IS_P_115,USD,I_106-111,Q4,0,2/7/2017,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2016,FY,2016,A,-62.015,19,IS,N,12/31/2016,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2017,IS_P_115,USD,I_106-111,FY,0,2/7/2017,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2017,1Q,1Q17,A,-17.933,19,IS,N,3/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2017,IS_P_115,USD,I_106-111,Q1,0,4/26/2017,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2017,2Q,2Q17,A,-21.119,19,IS,N,6/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2017,IS_P_115,USD,I_106-111,Q2,0,7/26/2017,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2017,3Q,3Q17,A,-22.433,19,IS,N,9/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2017,IS_P_115,USD,I_106-111,Q3,0,10/25/2017,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2017,4Q,4Q17,A,-26.111,19,IS,N,12/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2018,IS_P_115,USD,I_106-111,Q4,0,2/7/2018,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2017,FY,2017,A,-87.596,19,IS,N,12/31/2017,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2018,IS_P_115,USD,I_106-111,FY,0,2/7/2018,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2018,1Q,1Q18,A,-27.44,19,IS,N,3/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/25/2018,IS_P_115,USD,I_106-111,Q1,0,4/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2018,2Q,2Q18,A,-29.277,19,IS,N,6/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2018,IS_P_115,USD,I_106-111,Q2,0,7/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2018,3Q,3Q18,A,-29.497,19,IS,N,9/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2018,IS_P_115,USD,I_106-111,Q3,0,10/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2018,4Q,4Q18,A,-34.883,19,IS,N,12/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2019,IS_P_115,USD,I_106-111,Q4,0,2/6/2019,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2018,FY,2018,A,-121.097,19,IS,N,12/31/2018,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2019,IS_P_115,USD,I_106-111,FY,0,2/6/2019,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2019,1Q,1Q19,A,-30.634,19,IS,N,3/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2019,IS_P_115,USD,I_106-111,Q1,0,4/24/2019,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2019,2Q,2Q19,A,-33.103,19,IS,N,6/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2019,IS_P_115,USD,I_106-111,Q2,0,7/24/2019,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2019,3Q,3Q19,A,-34.47,19,IS,N,9/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2019,IS_P_115,USD,I_106-111,Q3,0,10/23/2019,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2019,4Q,4Q19,A,-32.19,19,IS,N,12/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2020,IS_P_115,USD,I_106-111,Q4,0,2/5/2020,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2019,FY,2019,A,-130.397,19,IS,N,12/31/2019,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2020,IS_P_115,USD,I_106-111,FY,0,2/5/2020,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2020,1Q,1Q20,A,-43.901,19,IS,N,3/31/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/22/2020,IS_P_115,USD,I_106-111,Q1,0,4/22/2020,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2020,2Q,2Q20,A,-36.08,19,IS,N,6/30/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/29/2020,IS_P_115,USD,I_106-111,Q2,0,7/29/2020,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2020,3Q,3Q20,A,-38.607,19,IS,N,9/30/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/28/2020,IS_P_115,USD,I_106-111,Q3,0,10/28/2020,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2020,4Q,4Q20,A,-34.343,19,IS,N,12/31/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/10/2021,IS_P_115,USD,I_106-111,Q4,0,2/10/2021,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2020,FY,2020,A,-152.931,19,IS,N,12/31/2020,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/10/2021,IS_P_115,USD,I_106-111,FY,0,2/10/2021,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2021,1Q,1Q21,A,-35.278,19,IS,N,3/31/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/28/2021,IS_P_115,USD,I_106-111,Q1,0,4/28/2021,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2021,2Q,2Q21,A,-34.249,19,IS,N,6/30/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/28/2021,IS_P_115,USD,I_106-111,Q2,0,7/28/2021,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2021,3Q,3Q21,A,-34.07,19,IS,N,9/30/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/27/2021,IS_P_115,USD,I_106-111,Q3,0,10/27/2021,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2021,4Q,4Q21,A,-31.657,19,IS,N,12/31/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/9/2022,IS_P_115,USD,I_106-111,Q4,0,2/9/2022,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2021,FY,2021,A,-135.254,19,IS,N,12/31/2021,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/9/2022,IS_P_115,USD,I_106-111,FY,0,2/9/2022,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2022,1Q,1Q22,A,-36.269,19,IS,N,3/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2022,IS_P_115,USD,I_106-111,Q1,0,4/27/2022,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2022,2Q,2Q22,A,-41.252,19,IS,N,6/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2022,IS_P_115,USD,I_106-111,Q2,0,7/27/2022,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2022,3Q,3Q22,A,-42.345,19,IS,N,9/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2022,IS_P_115,USD,I_106-111,Q3,0,10/26/2022,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2022,4Q,4Q22,A,-35.97,19,IS,N,12/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,IS_P_115,USD,I_106-111,Q4,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2022,FY,2022,A,-155.836,19,IS,N,12/31/2022,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,IS_P_115,USD,I_106-111,FY,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2023,1Q,1Q23,A,-39.225,19,IS,N,3/31/2023,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2023,IS_P_115,USD,I_106-111,Q1,0,4/26/2023,Mn
ORLY,O'Reilly Automotive Inc,Net Interest & Other Income/Expense,2023,2Q,2Q23,A,-44.641,19,IS,N,6/30/2023,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2023,IS_P_115,USD,I_106-111,Q2,0,7/26/2023,Mn
ORLY,O'Reilly Automotive Inc,PBT,2007,FY,2007,A,307.488,20,IS,N,12/31/2007,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/19/2008,IS_P_117,USD,I_106-112,FY,0,2/19/2008,Mn
ORLY,O'Reilly Automotive Inc,PBT,2008,FY,2008,A,302.532,20,IS,N,12/31/2008,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/18/2009,IS_P_117,USD,I_106-112,FY,0,2/18/2009,Mn
ORLY,O'Reilly Automotive Inc,PBT,2009,FY,2009,A,496.898,20,IS,N,12/31/2009,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/17/2010,IS_P_117,USD,I_106-112,FY,0,2/17/2010,Mn
ORLY,O'Reilly Automotive Inc,PBT,2010,1Q,1Q10,A,158.476,20,IS,N,3/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/28/2010,IS_P_117,USD,I_106-112,Q1,0,4/28/2010,Mn
ORLY,O'Reilly Automotive Inc,PBT,2010,2Q,2Q10,A,171.445,20,IS,N,6/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/28/2010,IS_P_117,USD,I_106-112,Q2,0,7/28/2010,Mn
ORLY,O'Reilly Automotive Inc,PBT,2010,3Q,3Q10,A,190.192,20,IS,N,9/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/27/2010,IS_P_117,USD,I_106-112,Q3,0,10/27/2010,Mn
ORLY,O'Reilly Automotive Inc,PBT,2010,4Q,4Q10,A,169.26,20,IS,N,12/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,IS_P_117,USD,I_106-112,Q4,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,PBT,2010,FY,2010,A,689.373,20,IS,N,12/31/2010,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,IS_P_117,USD,I_106-112,FY,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,PBT,2011,1Q,1Q11,A,192.037,20,IS,N,3/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2011,IS_P_117,USD,I_106-112,Q1,0,4/27/2011,Mn
ORLY,O'Reilly Automotive Inc,PBT,2011,2Q,2Q11,A,216.982,20,IS,N,6/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2011,IS_P_117,USD,I_106-112,Q2,0,7/27/2011,Mn
ORLY,O'Reilly Automotive Inc,PBT,2011,3Q,3Q11,A,235.029,20,IS,N,9/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2011,IS_P_117,USD,I_106-112,Q3,0,10/26/2011,Mn
ORLY,O'Reilly Automotive Inc,PBT,2011,4Q,4Q11,A,197.588,20,IS,N,12/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,IS_P_117,USD,I_106-112,Q4,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,PBT,2011,FY,2011,A,841.636,20,IS,N,12/31/2011,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,IS_P_117,USD,I_106-112,FY,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,PBT,2012,1Q,1Q12,A,239.792,20,IS,N,3/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/22/2012,IS_P_117,USD,I_106-112,Q1,0,4/22/2012,Mn
ORLY,O'Reilly Automotive Inc,PBT,2012,2Q,2Q12,A,235.07,20,IS,N,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2012,IS_P_117,USD,I_106-112,Q2,0,7/25/2012,Mn
ORLY,O'Reilly Automotive Inc,PBT,2012,3Q,3Q12,A,253.982,20,IS,N,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/24/2012,IS_P_117,USD,I_106-112,Q3,0,10/24/2012,Mn
ORLY,O'Reilly Automotive Inc,PBT,2012,4Q,4Q12,A,212.677,20,IS,N,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,IS_P_117,USD,I_106-112,Q4,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,PBT,2012,FY,2012,A,941.521,20,IS,N,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,IS_P_117,USD,I_106-112,FY,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,PBT,2013,1Q,1Q13,A,240.629,20,IS,N,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2013,IS_P_117,USD,I_106-112,Q1,0,4/24/2013,Mn
ORLY,O'Reilly Automotive Inc,PBT,2013,2Q,2Q13,A,286.127,20,IS,N,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2013,IS_P_117,USD,I_106-112,Q2,0,7/24/2013,Mn
ORLY,O'Reilly Automotive Inc,PBT,2013,3Q,3Q13,A,288.289,20,IS,N,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2013,IS_P_117,USD,I_106-112,Q3,0,10/23/2013,Mn
ORLY,O'Reilly Automotive Inc,PBT,2013,4Q,4Q13,A,243.897,20,IS,N,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,IS_P_117,USD,I_106-112,Q4,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,PBT,2013,FY,2013,A,1058.942,20,IS,N,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,IS_P_117,USD,I_106-112,FY,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,PBT,2014,1Q,1Q14,A,274.96,20,IS,N,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/23/2014,IS_P_117,USD,I_106-112,Q1,0,4/23/2014,Mn
ORLY,O'Reilly Automotive Inc,PBT,2014,2Q,2Q14,A,324.798,20,IS,N,6/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/23/2014,IS_P_117,USD,I_106-112,Q2,0,7/23/2014,Mn
ORLY,O'Reilly Automotive Inc,PBT,2014,3Q,3Q14,A,332.318,20,IS,N,9/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/22/2014,IS_P_117,USD,I_106-112,Q3,0,10/22/2014,Mn
ORLY,O'Reilly Automotive Inc,PBT,2014,4Q,4Q14,A,290.106,20,IS,N,12/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,IS_P_117,USD,I_106-112,Q4,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,PBT,2014,FY,2014,A,1222.182,20,IS,N,12/31/2014,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,IS_P_117,USD,I_106-112,FY,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,PBT,2015,1Q,1Q15,A,337.664,20,IS,N,3/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2015,IS_P_117,USD,I_106-112,Q1,0,4/26/2015,Mn
ORLY,O'Reilly Automotive Inc,PBT,2015,2Q,2Q15,A,372.208,20,IS,N,6/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2015,IS_P_117,USD,I_106-112,Q2,0,7/26/2015,Mn
ORLY,O'Reilly Automotive Inc,PBT,2015,3Q,3Q15,A,400.868,20,IS,N,9/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2015,IS_P_117,USD,I_106-112,Q3,0,10/25/2015,Mn
ORLY,O'Reilly Automotive Inc,PBT,2015,4Q,4Q15,A,349.626,20,IS,N,12/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2016,IS_P_117,USD,I_106-112,Q4,0,2/7/2016,Mn
